,sentence,word_count,index
5397,RT @mention Note to self: never try to convince a person how useful Twitter is on a day featuring both #SXSW &amp; Apple product release.,25,5397
5398,#Google is not coming out with a social network at #SXSW.,11,5398
5399,"Doesn't mean they're not working on something, though.",8,5399
5400,#technews @mention I'm in the #touchingstories #iPad and/or #tablet #SXSW  workshop.,11,5400
5401,Would LOVE to chat afteward!,5,5401
5402,"My #SXSW toolkit:  laptop+charger, iPhone, H2O, bike, &amp; shades:  I'm a walking Apple ad with a touch of REI.",19,5402
5403,What's in your #sxswtoolkit?,4,5403
5404,RT @mention In case our rabbits forgot theirs at home!,10,5404
5405,Apple Opening Pop-Up Store In Austin For #SXSW {link} RT @mention ÷¼ As right as rain!,16,5405
5406,"÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi
#classical #newTwitter Anyone at  #sxsw want to sell their old iPad?",18,5406
5407,This iPhone #SXSW app would b pretty awesome if it didn't crash every 10mins during extended browsing.,17,5407
5408,#Fuckit #Illmakeitwork RT @mention RT @mention In my next life I'm coming back as an iPad 2.,17,5408
5409,Women can't keep their hands off this thing.,8,5409
5410,#SXSW RT @mention RT @mention We're not launching any products at #SXSW but doing plenty else.,16,5410
5411,Join us for #H4ckers today {link} Apple's #iPad pop-up shop at #SXSW {link} N2: First Meetings {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro @mention  and here's a pic of you winning your ipad!,34,5411
5412,#unsix #sxsw cc @mention @mention  {link} (cont) {link} RT @mention Going to #SXSW?,13,5412
5413,We compiled a list of the top 6 smartphone apps to have while in Austin.,15,5413
5414,"{link} #iPhone #Droid RT @mention &quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw One to watch... RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW Downloading #SXSW: Featured Artists - {link} #iTunes Wish I was in #SXSW right now.",48,5414
5415,Lots of action taking place.,5,5415
5416,I am sure it will be fun.,7,5416
5417,Nevertheless google it and you will find tons of news.,10,5417
5418,RT @mention We're officially at #SXSW!,6,5418
5419,"Come by the @mention Grill, mention us w/ #zazzlsxsw and youÛªll get to make your own iPhone case!",18,5419
5420,Checking out the new Fast Society app.,7,5420
5421,"for iPhone ... Kinda like a group FourSquare, nice for #sxsw.",11,5421
5422,Thanks to @mention for sharing!,5,5422
5423,Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.,14,5423
5424,"{link} I'd take #sxsw hashtags over scheen, ipad/ipad2, tv or sports tweets any day, but for those needing a filterÛ_ {link} Before It Even Begins, #Apple Wins #SXSW {link} by @mention I'm know I'm going to Austin tomorrow but my iPhone is definitely trying to convince me I'm going to Autism.",51,5424
5425,#sxsw #sxsw ipad store sold out of everything except 64gig wifi only white Thank you!,15,5425
5426,RT @mention #sxsw #touchingstories great presentation on future of digital magazines {link} (@mention @mention Feature @mention for the iPhone.,19,5426
5427,We will be all over #SXSW this week!,8,5427
5428,"My first #SXSW blog post for the @mention Grand opening of the Apple popup store {link} Also, iPad 2 ordered.",20,5428
5429,"Now I don't have to stand in line, wasting valuable fellowship time.",12,5429
5430,#sxsw Some great free music!,5,5430
5431,"-- 
20+ FREE tracks- #SXSW Music Sampler available on @mention @mention ) #fb New circle game?",16,5431
5432,RT @mention  @mention Google (tries again) to launch new social network called Circles: {link} #sxsw #Apple to open a &quot;pop-up&quot; store across the street from #SXSW for two weeks?,29,5432
5433,"Umm, genius.",2,5433
5434,If it isn't obvious... *cough (#iPad2) cough* @mention thank u for ur tweet about japan and #SXSW ..trying to get a donation booth there but I'm over here with only an iPhone so plz help Anyone at #sxsw want an iPad 2?,42,5434
5435,I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,22,5435
5436,I'm watching &quot;Designing iPad Interfaces - New Navigation Schemas&quot; at #SXSW.,11,5436
5437,"#UXDes Hey, Apple fans!",4,5437
5438,"Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link} RT @mention By looking around at SXSWi, you would think Apple was the only tech company in existence.",35,5438
5439,"#SXSW Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad Genius idea RT @mention Apple Popup Store at #SXSW {link} omg, the guy next to me has a brand-new iPad and is trying to understand Twitter.",39,5439
5440,Never used it before.,4,5440
5441,It's painful #SXSW You know it's bad with you have to un-RSVP just to see/use your calendar.,17,5441
5442,#iphone #sxsw #FML Watching a talk by the guy who hired Jony Ive into Apple.,15,5442
5443,#SXSW #industrialdesign What's the best iPad app for (offline) viewing of the #sxsw program?,14,5443
5444,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever {link} more {link} #SXSW #SXSWi Trying to update software (4.0) on iPhone to download #sxsw app.,26,5444
5445,But so far no luck - wonder if it's because phone is from Mexico.,14,5445
5446,A new social network?,4,5446
5447,"&gt; RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google @mention  So u r coming #sxsw :)  Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437 Location, location location !",42,5447
5448,{link} via @mention from #google during #sxsw RT @mention #sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat.,28,5448
5449,Old ACT!,2,5449
5450,"users &amp; now can show VIPorbit 4 iPhone Apple out-markets all comers at #sxsw {link} RT @mention left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",32,5450
5451,My tweets are stalled.,4,5451
5452,Data sluggish.,2,5452
5453,"Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched.",11,5453
5454,#SXSW #iPhone C40: Nice Shot {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #cvdc RT@mention What's going on at #sxsw today?,20,5454
5455,"Share photos, video with iReport: {link} or through #CNN iPhone app!",11,5455
5456,#techcrunch #google LaunchRock And Vencorps Want To Give $30K To The ÛÏBestÛ Startups #SXSW: L... {link} #facebook @mention The iPad 2 is the also a cartoonishly large digital camera.,29,5456
5457,#SXSW #CStejas {link} Lots o' free music from #SXSW bands: {link} and {link} Final preparations for launch underway.,18,5457
5458,Join up tomorrow - 03/10 - we've got a special Android promotion starting then!,14,5458
5459,#SXSW @mention I would love to chk out #ie9 at #sxsw but @mention has no handsets and the 1 thats upcoming will not seduce me away from @mention RT @mention Black or white iPad?,34,5459
5460,#sxsw #iPad2 Android developers and friends: let's hang out 12:30p Saturday at #sxsw: {link} RT for your fellow Andro-nerds.,19,5460
5461,"If iPhone alarms botch the timechange, how many #SXSW'ers freak?",10,5461
5462,"Late to flights, missed panels, behind on bloody marys... RT @mention Will Google reveal a new social network called Circles?",20,5462
5463,#Google #Facebook #Twitter #SXSW {link} via @mention Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW The only thing I got from this smarmcake #sxsw writeup was that #Google has #ontologists.,36,5463
5464,{link} #ontologyshoutoutwut jamin to the #SXSW itunes album {link} Is Google launching a new social network (called Circles) today at #SXSW?,21,5464
5465,{link} RT @mention Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success.,17,5465
5466,"#newsapps #sxsw So #google is going to try #socialnetworking again with #googlecircles to be announced today at #sxsw  We shall see... Bandcamp Offering More Than One Day of Free Streaming Music... {link} #Music #bandcamp #music #sxsw #sxsw_2011 #Cyber #iPhone Apple set to open popup shop in Austin (6th &amp; Con) for SXSW {link} via @mention #sxsw #sxswprsa #prsa Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",76,5466
5467,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now.",30,5467
5468,In Austin at 6th &amp; Congress.,6,5468
5469,{link} #jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block.,17,5469
5470,#SXSW  {link} Got a craving?,5,5470
5471,"#SXSW minds created an app for that - Foodspotting {link} #iPhone #apps OK, I definitely need an iPad 2 #SXSW #gadgetenvy Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps.",37,5471
5472,#MarissaGoogle #sxsw The #SXSW Apple &quot;pop-up&quot; store was nuts.,9,5472
5473,Was still packed at 11:30.,5,5473
5474,"{link} Yeah I wasn't doing it, but I got couldn't resist.",11,5474
5475,"I am wearing blue jeans, black shirt, and sneakers standing in line for my new iPad #SXSW RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW #SXSW sponsored by Apple, plaid, and boys I'm attracted to.",50,5475
5476,Heading to #sxsw this weekend?,5,5476
5477,Our author is hosting an Android Dev Meetup.,8,5477
5478,You should stop by!,4,5478
5479,{link} @mention re do not track.,6,5479
5480,What are yr thoughts on Google's incognito browsing?,8,5480
5481,#sxsw #payingwithdata the 35 #socialmedia and #music stories you may have missed this weekend {link} via @mention #sxsw #ipad2 #iphone Food for thought: I prefer #SXSW app to website scheduler.,30,5481
5482,iPhone changed my life.,4,5482
5483,Interesting how smart phones have changed communications.,7,5483
5484,Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link} heading to talk by @mention #searchengineland #sxsw on a q&amp;a session with @mention &amp; bing iPad.,32,5484
5485,In flight wifi.,3,5485
5486,Sitting behind @mention Ready for some shiner.,7,5486
5487,"#sxsw Share, share and share some more.",7,5487
5488,"#Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia Google Circles' Looms, But Do Google's Nerds 'Get' Social?",22,5488
5489,#SxSW | @mention {link} via @mention RT @mention Rumors of an Apple store opening for #SXSW at 6th &amp; Congress.,20,5489
5490,All signs point to yes!,5,5490
5491,"{link} Installing @mention on my android so I can get the VIP pedicab treatment at #sxsw =) @mention You guys should do this &amp; give me the iPad you win :) &quot;@mention CBS, SCVNGR Launch Spy Game at SXSW - {link} #sxsw&quot; Flipboard will launch iPhone app before working on experiences for other tablets #sxsw RT @mention Update #Recco!",59,5491
5492,{link} Which #SXSW panels/parties are def good times?,8,5492
5493,Follow friends who've been there b4 if you're a newbie.,10,5493
5494,"RT @mention Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link} Cpmpetition and difference of prespective #sxsw #google #microsoft {link} RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW 4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar Before It Even Begins, Apple WinsåÊSXSW {link} #apple #sxsw #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.",77,5494
5495,Also Radian6 and Altimeter.,4,5495
5496,#sxsw #sloansxsw RT @mention New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,20,5496
5497,Apple has two Austin-area retail locations but in anticipation of all the gadget ...  #ipad #sxsw #gadgets {link} RT @mention Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot.,36,5497
5498,#sxsw Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link} The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable @mention Know about @mention ?,26,5498
5499,Awesome iPad/iPhone app that you'll likely appreciate for its design.,10,5499
5500,"Also, they're giving free Ts at #SXSW First, get Papa Sangre on the iPhone.",14,5500
5501,Their panel was amazing and the game is totally awesome.,10,5501
5502,#sxsw #sxswi RT @mention @mention Help us get the word out about our #sxsw party featuring @mention and our iPad2 giveaway?,21,5502
5503,{link} RT @mention The iPad 2 Takes Over #SXSW One of the biggest events 1st day of SXSW 2011 wasnÛªt even an offic... {link} RT @mention Mayer: 20% of Google searches are for local information #SXSW ^pr So the Apple store is a huge success already!,46,5503
5504,"Methinks the Live Music Capitol could use one fulltime, eh?",10,5504
